OBJECTID,CAPTURE_ACCURACY,EQUIPMENT,DESCRIPTION,STATUS,OBJECT_TYPE_DESCRIPTION,Shape__Length
3059,6,100066173,Woodland Walk 1,OPEN,Walking Track,1060.2518003226
3060,6,100066174,Dog Stream Track,OPEN,Walking Track,496.767242070506
3061,3,100094793,Pilgrims Way Coastal Track,OPEN,Walking Track,4018.28446615905
3062,2,100095645,Godley Head Gun Emplacements Track,OPEN,Walking Track,1317.60558124353
3063,2,100066707,Arthur's Pass Walking Track,OPEN,Walking Track,3099.49881348116
3064,2,100037923,Big Tree Disabled Walk,OPEN,Short Walk(disabled),218.206780365326
3065,1,100037876,GLT WHAKAIPO-KINLOCH TRACK (W2K),OPEN,Walking Track,12905.9466155228
3066,6,100044168,LANGSVIEW TRACK,OPEN,Walking Track,6615.10694766134
3067,6,100066834,HINERUA RIDGE TK,OPEN,Tramping Track,2669.57850667803
3068,3,100091646,Campground Link Track,OPEN,Walking Track,298.548911058748
3069,3,100091647,River Access,OPEN,Walking Track,246.093337983185
3070,6,100044785,Kahikatea Walk,OPEN,Walking Track,1647.85538918983
3071,2,100039000,WHIRINAKI MOUNTAIN BIKE TRACK,OPEN,Walking Track,14780.7683345189
3072,1,100095504,MAUNGANUI BLUFF TRACK (BCA),OPEN,Tramping Track,5176.69649317668
3073,5,100066711,GREENSTONE TK - HOWDEN HUT TO HEAD OF L.,OPEN,Easy Tramping Track,2869.20810922063
3074,6,100098135,TE WHARA TRACK,OPEN,Easy Tramping Track,6361.72522742008
3075,2,100066507,HOWDEN HUT TO LAKE MACKENZIE HUT,OPEN,Great Walk,7944.46460640078
3076,2,100066516,THE DIVIDE TO HOWDEN HUT,OPEN,Great Walk,3195.58590093973
3077,5,100067152,PASS CREEK TK,OPEN,Tramping Track,2558.6002171977
3078,6,100066435,Breeze Col Mt Bike Track,OPEN,Walking Track,3204.21551529445
3079,6,100087304,Breeze Bay Walking Track,OPEN,Walking Track,1343.19157092141
3080,2,100066699,HOOKER TK - WHH Car Park to Hooker Lake,CLSD,Walking Track,4905.81106314515
3081,2,100066698,CAMPGROUND TO KEA POINT TRACK,OPEN,Walking Track,1461.82525352054
3082,2,100044961,BALL SHELTER TRACK,OPEN,Tramping Track,8646.52764457646
3083,2,100103501,Kataore MTB Track,OPEN,Mountain Bike Track,1181.47435054972
3084,2,100103502,Tangaroamihi MTB Track,OPEN,Mountain Bike Track,2396.89841991787
3085,2,100103503,Tangaroamihi Feeder Track,OPEN,Mountain Bike Track,419.475782304218
3086,6,100046160,LOUIS CREEK GOLDFIELD ROUTE/TK,OPEN,Tramping Track,1658.78608866572
3087,6,100043074,SPIT WALK,OPEN,Walking Track,7132.09592860185
3088,6,100045292,FOSSIL POINT TK,OPEN,Walking Track,3952.72914185021
3089,6,100066522,GORDON TRACK,OPEN,Tramping Track,7270.50494154367
3090,6,100045865,LEATHAM TRACK,OPEN,Tramping Track,13592.6064642635
3091,2,100121636,Earthquakes Track,OPEN,Walking Track,160.357629221896
3092,6,100044182,NORTHERN TRACK,OPEN,Tramping Track,4526.68525835234
3093,6,100102947,Tangihua Main Ridge Track,OPEN,Tramping Track,1995.01290301499
3094,6,100032008,Pinnacles Hut to Sharplin Falls Carpark,OPEN,Easy Tramping Track,5007.74921136336
3095,2,100082358,Strutt Bluff Route,OPEN,Route,782.987415012232
3096,2,100066636,SIX MILE WALK,OPEN,Walking Track,1857.85302293236
3097,5,100045763,Southern Access Corridor Track,OPEN,Route,21061.2414611285
3098,2,100066313,KERIKERI RIVER TK,OPEN,Walking Track,3944.10205181445
3099,2,100066712,JAMES RD TO SLATE RIVER JUNCTION,OPEN,Tramping Track,8169.24914918717
3100,6,100045483,OMARU TO POURI -MATEMATEAONGA ROUTE,OPEN,Tramping Track,10891.4328999393
3101,6,100044353,POURI TO NGAPURUA- MATEMATEONGA ROUTE,OPEN,Tramping Track,8507.68337412799
3102,6,100044351,NGAPURUA TO PUKETOTARA- MATEMATEONGA ROU,OPEN,Tramping Track,9029.55652379143
3103,6,100044350,PUKETOTARA HUT TO WHANGANUI RIVER,OPEN,Tramping Track,2126.48140836877
3104,2,100098628,Monument Hill Walking Track,OPEN,Walking Track,191.612310946254
3105,6,100066164,MUTTON COVE CAMP TO TOTARANUI CAMP,OPEN,Great Walk,5329.57794741311
3106,6,100066199,PINNACLES TRACK,OPEN,Walking Track,1368.05117832476
3107,6,100030256,ROADEND TO WASHPOOL HUT,OPEN,Tramping Track,6624.80644730408
3108,2,100039912,TWIN BOLE KAURI WALK,CLSD,Walking Track,85.6271534254524
3109,2,100044372,KAURI GROVE WALK,CLSD,Walking Track,768.14149176937
3110,2,100066637,PUTANUI POINT ANCHORAGE/TRACK,OPEN,Walking Track,1941.77427718417
3111,6,100041536,ISOLATION HUT TO ZOO HUT ROUTE,CLSD,Tramping Track,3311.54318279319
3112,6,100066864,"ISOLATION ROUTE, ISOLATED HILL SR",CLSD,Tramping Track,2720.01063549574
3113,2,100128257,BOTANICAL TRACK,OPEN,Tramping Track,2870.21757268591
3114,2,100128258,FOREST TANEKAHA TRACK,OPEN,Tramping Track,1738.16091681771
3115,6,100044167,MANGAWHAI W/WAY,OPEN,Walking Track,4098.45686157392
3116,2,100066437,Water Race Tunnels Walk,OPEN,Walking Track,753.55983640074
3117,2,100044161,MOTUTARA TK,OPEN,Walking Track,1688.00843909327
3118,2,100066622,NTH-STH TK TO WAIORONGOMAI,OPEN,Tramping Track,3861.08299196373
3119,2,100065927,Whangamata Tramping Track,OPEN,Tramping Track,2362.13249002346
3120,6,100128736,Wharekirauponga Partial Loop Section,CLSD,Tramping Track,1279.32849655796
3121,6,100031493,WHAREKIRAUPONGA WALK,OPEN,Walking Track,5471.42923498344
3122,6,100128731,Kaitarakihi Track,OPEN,Tramping Track,3549.25489151433
3123,6,100066255,MOSS CREEK TRACK,OPEN,Tramping Track,3165.96639774222
3124,6,100065924,RANGIHAU TRACK,OPEN,Tramping Track,10044.3304502834
3125,1,100040368,Hokitika Gorge Walk - Platform to Rocks,OPEN,Short Walk,446.944855189939
3126,2,100045639,LEES CREEK TRACK,OPEN,Tramping Track,8441.48201976086
3127,2,100123718,Chetwyn Easement Track,OPEN,Tramping Track,3563.84251824051
3128,2,100045430,MAKARORA BUSH NATURE WALK,OPEN,Short Walk,695.661785507883
3129,2,100099162,PENGUIN WALK,OPEN,Short Walk(disabled),225.425489215369
3130,2,100040930,WAIPOHATU WATERFALLS TRACK,OPEN,Tramping Track,4519.76532173718
3131,4,100045246,Tapotupotu to Cape Reinga Track (Icon),OPEN,Tramping Track,3686.59260407318
3132,6,100066584,OLD LADY WALK,OPEN,Walking Track,2066.23336854657
3133,6,100066551,Te Rereatukahia Hut Tk,OPEN,Tramping Track,2104.38849297687
3134,2,100045092,KEPLER TRACK - MOTURAU HUT TO RAINBOW RE,OPEN,Walking Track,5911.41826958293
3135,5,100067050,KEPLER IRIS BURN WATERFALL - ROCKY POINT,OPEN,Great Walk,9546.67432210554
3136,2,100067052,KEPLER TK ROCKY POINT INCL TO MOTURAU,OPEN,Great Walk,7478.25450365243
3137,2,100044959,Thisbe Valley Track,OPEN,Tramping Track,8555.34046972711
3138,2,100122870,Omaui Track,OPEN,Walking Track,1741.85826854498
3139,6,100045521,St James W/Way-Magdalen Bridge to Anne,OPEN,Easy Tramping Track,11878.476761777
3140,2,100096626,Rocky Knoll Track,OPEN,Tramping Track,835.212485107903
3141,2,100066279,MT SHRIMPTON TRACK,OPEN,Tramping Track,3683.54603749116
3142,5,100045280,DUSKY TK - LOCH MAREE HUT TO LAKE ROE,OPEN,Tramping Track,7611.35233112832
3143,5,100031586,LAKE ROE HUT to HALFWAY HUT,OPEN,Tramping Track,6619.18106873937
3144,6,100043996,CROWN TRAM WALKWAY,OPEN,Short Walk,641.16423827695
3145,2,100038599,DART TRACK - CHINAMANS TO SURVEYORS,OPEN,Walking Track,11068.9740994649
3146,2,100045879,DART TK - DALEYS FLAT HUT TO SURVEYORS,OPEN,Easy Tramping Track,5042.42956792527
3147,2,100045184,CAPE KIDNAPPERS - BEACH TO PLATEAU COLON,CLSD,Walking Track,8711.91018664431
3148,2,100066629,Kohaihai to Scotts Beach,OPEN,Walking Track,3200.10620484652
3149,2,100066511,Heaphy Track - Scotts Beach to Katipo,OPEN,Great Walk,5275.85095144902
3150,2,100066510,Heaphy Track - Katipo to Heaphy Hut,OPEN,Great Walk,7157.03749285099
3151,2,100066512,Heaphy Track - Heaphy Hut to Lewis Hut,OPEN,Great Walk,7014.58037399102
3152,2,100035500,Outram Glen To Lee Stream Track,OPEN,Tramping Track,2828.30969311506
3153,2,100045976,Outram Glen Walk,OPEN,Walking Track,1543.63291691806
3154,2,100067151,DORE PASS ROUTE,OPEN,Route,10278.610943971
3155,2,100121613,EAST DUBLIN BAY TRACK,OPEN,Walking Track,819.744751302092
3156,6,100104091,Mt Difficulty Tramping Track,OPEN,Tramping Track,14921.7109247397
3157,2,100084770,HISTORIC HOUSE WALK,OPEN,Short Walk(disabled),85.2712521307368
3158,2,100084767,WAIPAPA POINT COASTAL WALK,OPEN,Short Walk(disabled),444.572454043881
3159,2,100045951,TITAN ROCKS TRACK,OPEN,Tramping Track,5488.40136204298
3160,6,100045875,KITCHENER TRACK,OPEN,Tramping Track,13042.7939676192
3161,6,100082279,EAST MATUKITUKI TRACK,OPEN,Tramping Track,5968.55748022213
3162,6,100045133,BEN LOMOND W/WAY,OPEN,Walking Track,3457.79806558365
3163,2,100045130,BOB'S COVE-12 MILE DELTA-CRICHTON TRACK,OPEN,Walking Track,6632.94406062474
3164,6,100045471,BOB'S COVE NATURE WALK & BRIDLE TK,OPEN,Track - historic,2516.3748674749
3165,2,100066161,SHALLOW BAY TK,OPEN,Tramping Track,1157.77607922716
3166,2,100046064,"THE CHASM WALK, MILFORD RD",OPEN,Short Walk,456.971555356813
3167,2,100129139,Surat Bay Beach Walk,OPEN,Short Walk,476.285192455234
3168,2,100044597,OKERE FALLS WALK,OPEN,Short Walk,2165.13901595524
3169,2,100045890,STEELE CK TK-UPPER CAPLES-GREENSTONE,OPEN,Tramping Track,14694.5731534724
3170,2,100045655,LAKE SYLVAN TO ROCKBURN SHELTER TK,OPEN,Tramping Track,4560.66396987397
3171,2,100064662,LAKE SYLVAN TRACK,OPEN,Walking Track,5281.93750829123
3172,2,100044797,SUGARLOAF SWINGBRIDGE TO FLATS HUT,OPEN,Walking Track,6084.44022396199
3173,6,100066660,Cathedral Caves Walk,OPEN,Short Walk,398.138840101454
3174,2,100097306,Concrete pathway,OPEN,Walking Track,109.786852493939
3175,2,100044850,MORERE RIDGE TK,OPEN,Tramping Track,2072.21640723604
3176,2,100044849,MANGAKAWA TK,OPEN,Tramping Track,3023.69949996042
3177,2,100103764,Nikau Loop Track 2016,OPEN,Walking Track,752.731065504986
3178,2,100044977,NIKAU POOLS TK,OPEN,Walking Track,401.063524453495
3179,2,100066550,WAITENGAUE TO UPPER WAITAWHETA TK,OPEN,Tramping Track,4360.39782533499
3180,2,100066974,WAITENGAUE STREAM TK,OPEN,Tramping Track,4559.5472379889
3181,6,100066696,Cardrona Cromwell Pk Tk(to Pisa CA bound,OPEN,Tramping Track,9066.5433508453
3182,2,100066191,LINDEMANN LOOP TK,OPEN,Tramping Track,9745.46923708027
3183,2,100066619,DICKEY FLAT - DALEYS JUNC,OPEN,Tramping Track,7787.0816633707
3184,2,100094923,Marton Sash and Door Tramline cycleway,OPEN,Tramping Track,6763.63841626477
3185,2,100101745,Wanganui Sash and door tramway,OPEN,Tramping Track,1553.55817447255
3186,6,100130757,Rings Beach Loop Track,OPEN,Route,4668.57957322417
3187,2,100101986,Matarangi Bluff Track,OPEN,Walking Track,1004.73754763855
3188,2,100065928,OLD WIRES TRACK,OPEN,Tramping Track,4931.70035214394
3189,2,100129167,Lake Gault Track,OPEN,Walking Track,2935.23058085035
3190,5,100039941,Te Araroa Tk - Russel Forest Section,OPEN,Tramping Track,5012.2430017953
3191,2,100032009,Woolshed Creek Hut (inc) to Pinnacles Ht,OPEN,Easy Tramping Track,6176.34612197851
3192,5,100067154,HUT CREEK TK,OPEN,Tramping Track,2291.33968665219
3193,2,100067153,MISTAKE CREEK TK,OPEN,Tramping Track,5874.29634024211
3194,6,100044593,Paton Stream to Hihi Trig Track,OPEN,Tramping Track,5237.6155273964
3195,6,100043892,Tapu Summit To Crosbies Hut Tramping Tk,OPEN,Tramping Track,9067.21473567472
3196,6,100065925,Karaka to Crosbies Hut Tramping Track,OPEN,Tramping Track,12729.8568528245
3197,6,100065930,LYNCH STREAM TRAMPING TRACK,CLSD,Tramping Track,4215.35948891622
3198,6,100130815,Otara Bay Track,OPEN,Tramping Track,954.364157456978
3199,6,100130817,Tarawaere-BillyGoat rem section to dam,CLSD,Tramping Track,307.257138280615
3200,6,100044749,TARAWAERE/WATERFALL /BILLYGOAT LINK  TT,OPEN,Tramping Track,2622.86762222634
3201,5,100129807,AVALANCHE CREEK ACCESS TRACK,OPEN,Route,1613.80797299718
3202,5,100129806,DOOLEY'S SPUR ACCESS TRACK,OPEN,Route,1253.90278231096
3203,5,100129804,LAKE FACE CREEK ACCESS TRACK,OPEN,Route,1217.89925041305
3204,2,100039296,TINWALD BURN RIDGE TRACK,OPEN,Tramping Track,10179.2968624794
3205,2,100084605,KIRTLE BURN TRACK,OPEN,Tramping Track,12212.9766495388
3206,2,100083183,LOCHARBURN TRACK,OPEN,Tramping Track,6678.78001818844
3207,6,100000809,PISA RANGE RIDGE TRACK,OPEN,Tramping Track,29244.568730861
3208,2,100044747,Whangaiterenga to Karaka Track,OPEN,Tramping Track,7964.88661612965
3209,2,100045509,EAST EGLINTON RIVER ROUTE,OPEN,Route,3290.95534187558
3210,6,100035454,PURIRI TRACK,OPEN,Walking Track,4670.96544543373
3211,2,100066704,"Dennistoun Bush Walk, Peel Forest",OPEN,Walking Track,1592.38453717259
3212,6,100038480,PUKAHA Lookout Track,OPEN,Walking Track,2443.95134503991
3213,2,100030392,South Face Tk - Rhyolite to Woolshed Crk,OPEN,Tramping Track,3830.50964709529
3214,4,100032010,Woolshed Ck Crpk to Woolshed Creek Hut,OPEN,Easy Tramping Track,4889.64820805115
3215,2,100045394,Te Ara Pataka Track,OPEN,Tramping Track,13294.3067654413
3216,2,100103755,Pettigrews Road Mt Bike Track,OPEN,Tramping Track,1452.26092148875
3217,2,100128630,LAKESIDE - PADDYS LINK TRACK,OPEN,Walking Track,689.413234009564
3218,2,100045127,LAKESIDE TRACK,OPEN,Walking Track,7952.0299919387
3219,2,100045577,PADDYS TRACK,OPEN,Walking Track,4911.82765731651
3220,6,100065821,PAPATAHI TRACK,OPEN,Tramping Track,2173.09103637907
3221,6,100066390,BAINES HUT TO MT MATTHEWS,OPEN,Tramping Track,3552.60549471943
3222,2,100039138,SOUTH SADDLE TRACK,OPEN,Tramping Track,313.320891072209
3223,2,100066389,MUKAMUKA STREAM TO SOUTH SADDLE,OPEN,Route,5396.40859075959
3224,2,100038792,BROWNS TRACK,OPEN,Tramping Track,445.232314445786
2001,5,100066895,Honeycomb Hill Caves Track,OPEN,Walking Track,1950.65302872186
2002,5,100066896,Big Rimu Tree Track,OPEN,Walking Track,697.560043000051
2003,1,100066898,Lake Hanlon Track,OPEN,Short Walk,693.367007642816
2004,4,100066899,Denniston Township Walk - NM,OPEN,Short Walk,956.217493486558
2005,2,100066915,Opouri Bridle Track,OPEN,Tramping Track,4212.2154118047
2006,6,100066916,ARCHER TRACK,OPEN,Walking Track,7757.58087180963
2007,6,100066917,FERNDALE CAMPSITE/LOOP TK,OPEN,Walking Track,405.583912209821
2008,2,100066918,WAKAMARINA TRACK,OPEN,Tramping Track,7029.58935338177
2009,2,100066920,POINT KEAN LOOKOUT TO LIMESTONE BAY,OPEN,Walking Track,3162.38661907828
2010,2,100066921,SOUTH BAY TO SCARBOROUGH ST,OPEN,Walking Track,1006.16174927755
2011,5,100066922,Kohaihai Zig Zag Track - NM,OPEN,Walking Track,635.25857732955
2012,2,100066923,Fenian Track,OPEN,Walking Track,3609.48378474455
2013,2,100066972,TE AROHA TK,OPEN,Tramping Track,1368.38423517174
2014,5,100066976,DEADMANS TO MANGAHUIA TK,OPEN,Tramping Track,5818.06801734798
2015,5,100066977,RANGIWAHIA HUT TO MANGAHUIA,OPEN,Tramping Track,3079.09126288477
2016,6,100066978,MANIA ROAD TO WHANAHUIA RANGE,OPEN,Tramping Track,3998.90215243923
2017,6,100066979,TOP GORGE HUT TO NGAMOKO RANGE TK,OPEN,Tramping Track,1190.62541409348
2018,6,100066980,IRON GATE HUT TO UPPER OROUA RIVER (GORG,OPEN,Tramping Track,1238.04800737115
2019,6,100066981,TRIANGLE HUT TO MANGAHUIA,OPEN,Tramping Track,3281.54908459951
2020,6,100066982,POURANGAKI HUT TO HIKURANGI RANGE,OPEN,Tramping Track,2440.14726139207
2021,6,100066983,KELLY KNIGHT HUT TO POURANGAKI HUT,OPEN,Tramping Track,5840.96469482432
2022,2,100067022,ATCT - Marahau to Inland Tk junction,OPEN,Great Walk,2651.39114960563
2023,2,100067024,Top - Mid Robinson Hut Route,OPEN,Route,8835.42998676121
2024,1,100067026,Omau Carpark to Seal Colony Track,OPEN,Walking Track,2779.40964913615
2025,2,100067045,MILFORD TK - MINTARO JCN TO MACKINNON PA,OPEN,Great Walk,4227.81955921168
2026,2,100067046,MILFORD TK - QUINTON JUNCTION TO DUMPLIN,OPEN,Great Walk,3177.95711944912
2027,2,100067047,MILFORD TK - QUINTIN JUNCTION TO SUTHERL,OPEN,Great Walk,2271.53398856395
2028,2,100067048,MILFORD TK - BOATSHED TO SANDFLY POINT,OPEN,Great Walk,12372.512649898
2029,2,100067049,KEPLER TK - HANGING VALLEY SHELTER TO IR,OPEN,Great Walk,5309.86265159632
2030,5,100067051,KEPLER TK - LUXMOORE HUT TO MT LUXMOORE,OPEN,Great Walk,5544.09376276372
2031,3,100067054,Heaphy Track - Mackay Hut to Boundary,OPEN,Great Walk,8420.14538294464
2032,2,100067067,Garden Gully Track,OPEN,Tramping Track,1010.85335101287
2033,3,100067068,Croesus Knob Route,OPEN,Route,469.206724471689
2034,1,100067069,Mt Tuhua Track - Lower Section,OPEN,Tramping Track,677.892393162429
2035,2,100067070,Grassy Flat Hut to Sty Saddle Track,OPEN,Tramping Track,3282.27942737291
2036,2,100067071,Kelly Carpark to Carroll Hut Track,OPEN,Tramping Track,2486.80231888332
2037,5,100067072,7mile Creek Bushline to Dillons Hut Trk,OPEN,Tramping Track,2779.2835844027
2038,5,100067073,Harmon Pass to Julia Hut Track,OPEN,Tramping Track,5143.63150720769
2039,5,100067074,Julia Hut to Mid Taipo Hut Track,OPEN,Tramping Track,5978.87885810902
2040,6,100067075,Mid Taipo Hut to Taipo Rd End Track,OPEN,Tramping Track,17054.1515570106
2041,2,100067076,Top Kokatahi to Crawford Junc Hut Route,OPEN,Route,4064.77490626327
2042,2,100067077,Zit Saddle to Top Kokatahi Hut Route,OPEN,Route,3183.81132486374
2043,5,100067150,TUTOKO VALLEY TK,OPEN,Tramping Track,3196.47198123357
2044,5,100067155,HIDDEN LAKES JETTY TO EAST COVE/HIDDEN L,OPEN,Tramping Track,4740.48697866481
2045,5,100067156,PRINCHESTER SADDLE ROUTE,OPEN,Route,4750.15608572719
2046,5,100067157,LAKE TE ANAU TO LAKE HANKINSON TK,OPEN,Route,597.042424547479
2047,2,100067158,SNOW WHITE CLEARING TK,OPEN,Route,4407.60231221124
2048,5,100067159,"HANGING VALLEY TK, DEEP COVE",OPEN,Tramping Track,1691.3944180956
2049,5,100067161,HELENA FALLS TK,OPEN,Tramping Track,1041.25609790716
2050,3,100067163,Constant Bay Track,OPEN,Short Walk,1043.71253473951
2051,3,100067164,Cave Creek Track,OPEN,Walking Track,1834.61560707744
2052,6,100067165,Lower Pororari River Track,OPEN,Short Walk,924.447921953636
2053,2,100067166,Pororari River to Punakaiki River,OPEN,Walking Track,2692.932684798
2054,2,100067167,Murray Creek Track,OPEN,Walking Track,9829.24896861389
2055,2,100067168,Cement Town Branch Walk,OPEN,Walking Track,147.017318588386
2056,2,100067169,Progress Water-race Track CLOSED,CLSD,Walking Track,2235.72995228855
2057,2,100067170,Miners Shortcut Track (Waiuta),OPEN,Track - historic,419.102283053158
2058,2,100067171,Moonlight Walking Track,OPEN,Walking Track,6037.84870791627
2059,2,100067172,Pt Elizabeth Walkway Track,OPEN,Walking Track,5227.42554775989
2060,2,100067173,German Gully Pack Track,OPEN,Walking Track,760.691520656194
2061,2,100067205,TRACK - LEE BAY GATE TO MAORI BEACH,OPEN,Great Walk,4750.74998055271
2062,2,100067207,CrawfordJunc Hut to Lathrop Saddle Route,OPEN,Route,8156.7264274139
2063,5,100067208,Poet Hut to Top Toaroha Hut Track,OPEN,Tramping Track,3668.86281641127
2064,5,100067209,Top Toaroha Hut to Cedar Flat Hut Track,OPEN,Tramping Track,7649.23625308024
2065,2,100067283,TRACK - MAORI BEACH TO PORT WILLIAM,OPEN,Great Walk,3052.68174808537
2066,5,100067285,LAKE MACKENZIE CAMPSITE TK,OPEN,Tramping Track,1103.36957361548
2067,2,100067286,KEPLER TRACK - BROD BAY TO LUXMOORE HUT,OPEN,Great Walk,8232.34056996711
2068,6,100067287,SABINE-SPEARGRASS TRACK,OPEN,Easy Tramping Track,10944.8379308255
2069,1,100067288,QCT- BOTTLE BAY TO HEBBERDS BLOCK,OPEN,Easy Tramping Track,3901.47349538391
2070,1,100067289,QCT- HEBBERDS BLOCK TO TE MAHIA,OPEN,Easy Tramping Track,4557.86072610106
2071,1,100067290,QCT- ANAKIWA RD END TO BOTTLE BAY,OPEN,Easy Tramping Track,2833.98272543615
2072,6,100067291,QCT Resolution Bay to Ship Cove,OPEN,Easy Tramping Track,3250.35696460785
2073,5,100067292,BREAKNECK RIVER/PORT CRAIG HUT,OPEN,Easy Tramping Track,6455.91998715765
2074,2,100075189,Marker Bay Track,OPEN,Short Walk,595.23389848274
2075,2,100080859,DINGLE BURN PENINSULA TRACK,OPEN,Walking Track,12051.8604537889
2076,2,100080900,BOTTOM BAY TRACK,OPEN,Walking Track,494.065565989635
2077,2,100080901,CRAIG BURN ACCESS TRACK,OPEN,Walking Track,1534.65117857972
2078,2,100080902,ISTHMUS PEAK TRACK,OPEN,Walking Track,7553.10987665942
2079,6,100080903,GLEN DENE RIDGE TRACK,OPEN,Tramping Track,11495.0556050171
2080,2,100080927,Twizel river trail,OPEN,Walking Track,11116.105127615
2081,6,100080939,Young River link track,OPEN,Walking Track,5050.86188163817
2082,2,100080989,Titri Creek Walk,OPEN,Walking Track,718.069786479022
2083,2,100081045,WHANGANUI TO WAIHARURU,OPEN,Great Walk,6499.949860939
2084,2,100081046,WAIHARURU  TO  MARAUITI,OPEN,Great Walk,5633.89743644707
2085,2,100081048,MARAUITI TO ORMONDS HUT,OPEN,Great Walk,3373.18630885531
2086,5,100081115,Mt Adams Route,OPEN,Route,6119.33529396281
2087,2,100081209,Top Crooked Hut to Tops Route,OPEN,Route,744.298622672898
2088,6,100081298,Manuoha Hut  to  Kaipo Tundra,OPEN,Tramping Track,9710.5778147503
2089,2,100081300,State H/Way 38  to  Kanohirua Hut,OPEN,Tramping Track,2952.25591658972
2090,6,100081301,Kanohirua Hut  to  Waiawa Hut,OPEN,Tramping Track,5835.48278518344
2091,6,100081303,Waiawa Hut  to  Te Hue Tk / Whk tk Junct,OPEN,Tramping Track,9619.33481190643
2092,2,100081304,Tawhiwhi hut to Ngahiramai hut,OPEN,Tramping Track,2755.08156969211
2093,2,100081305,Ngahiramai hut to Hanamahihi hut,OPEN,Tramping Track,9175.49037351364
2094,6,100081306,Waikare Whenua Jnct to Takarua hut,OPEN,Tramping Track,3749.38970459653
2095,6,100081307,Takarua hut  to  Tawhiwhi hut,OPEN,Tramping Track,5672.82715545351
